Subject,Session/Partition,Localizer,EVEN_S-N
367_FED_20160309b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/367_FED_20160309b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/367_FED_20160309b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
368_FED_20160310b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/368_FED_20160310b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/368_FED_20160310b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
369_FED_20160317b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/369_FED_20160317b_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/369_FED_20160317b_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
370_FED_20160317c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/370_FED_20160317c_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/370_FED_20160317c_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
371_FED_20160318a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/371_FED_20160318a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/371_FED_20160318a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
372_FED_20160318b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/372_FED_20160318b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/372_FED_20160318b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
373_FED_20160318c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/373_FED_20160318c_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/373_FED_20160318c_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
375_FED_20160331d_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/375_FED_20160331d_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/375_FED_20160331d_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
376_FED_20160401b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/376_FED_20160401b_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/376_FED_20160401b_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
378_FED_20160405a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/378_FED_20160405a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/378_FED_20160405a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
379_FED_20160407a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/379_FED_20160407a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/379_FED_20160407a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
380_FED_20160407b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/380_FED_20160407b_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/380_FED_20160407b_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
381_FED_20160407c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/381_FED_20160407c_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/381_FED_20160407c_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
382_FED_20160407a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/382_FED_20160407a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/382_FED_20160407a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
383_POLY04_20160420_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/383_POLY04_20160420_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/383_POLY04_20160420_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
383_FED_20160505a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/383_FED_20160505a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/383_FED_20160505a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
384_FED_20160421a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/384_FED_20160421a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/384_FED_20160421a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
385_POLY03_20160421_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/385_POLY03_20160421_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/385_POLY03_20160421_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
386_FED_20160425d_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/386_FED_20160425d_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/386_FED_20160425d_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
387_FED_20160425a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/387_FED_20160425a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/387_FED_20160425a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
388_FED_20160426b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/388_FED_20160426b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/388_FED_20160426b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
389_POLY02_20160425_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/389_POLY02_20160425_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/389_POLY02_20160425_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
390_FED_20160428a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/390_FED_20160428a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/390_FED_20160428a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
391_FED_20160429a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/391_FED_20160429a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/391_FED_20160429a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
392_FED_20160504a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/392_FED_20160504a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/392_FED_20160504a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
393_FED_20160504b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/393_FED_20160504b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/393_FED_20160504b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
394_POLY08_20160505_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/394_POLY08_20160505_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/394_POLY08_20160505_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
395_FED_20160506a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/395_FED_20160506a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/395_FED_20160506a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
396_POLY09_20160512_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/396_POLY09_20160512_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/396_POLY09_20160512_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
397_FED_20160516a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/397_FED_20160516a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/397_FED_20160516a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
398_FED_20160516b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/398_FED_20160516b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/398_FED_20160516b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
399_FED_20160519d_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/399_FED_20160519d_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/399_FED_20160519d_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
400_FED_20160520a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/400_FED_20160520a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/400_FED_20160520a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
401_FED_20160520d_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/401_FED_20160520d_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/401_FED_20160520d_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
402_FED_20160526c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/402_FED_20160526c_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/402_FED_20160526c_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
403_FED_20160526b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/403_FED_20160526b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/403_FED_20160526b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
404_FED_20160527a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/404_FED_20160527a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/404_FED_20160527a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
405_FED_20160531a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/405_FED_20160531a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/405_FED_20160531a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
406_FED_20160601a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/406_FED_20160601a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/406_FED_20160601a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
407_FED_20160616a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/407_FED_20160616a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/407_FED_20160616a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
408_FED_20160617a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/408_FED_20160617a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/408_FED_20160617a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
409_FED_20160622a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/409_FED_20160622a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/409_FED_20160622a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
409_FED_20160728a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/409_FED_20160728a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/409_FED_20160728a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
410_FED_20160623b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/410_FED_20160623b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/410_FED_20160623b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
411_FED_20160624a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/411_FED_20160624a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/411_FED_20160624a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
412_FED_20160707a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/412_FED_20160707a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/412_FED_20160707a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
413_FED_20160707c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/413_FED_20160707c_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/413_FED_20160707c_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
414_FED_20160711b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/414_FED_20160711b_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/414_FED_20160711b_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
415_FED_20160714a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/415_FED_20160714a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/415_FED_20160714a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
416_FED_20160802a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/416_FED_20160802a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/416_FED_20160802a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
417_FED_20160803b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20160803b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20160803b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
417_FED_20161217c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20161217c_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/417_FED_20161217c_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
418_FED_20160803a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/418_FED_20160803a_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/418_FED_20160803a_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
419_FED_20160805a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/419_FED_20160805a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/419_FED_20160805a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
420_FED_20160805b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/420_FED_20160805b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/420_FED_20160805b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
421_FED_20160804b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/421_FED_20160804b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/421_FED_20160804b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
422_FED_20160816a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/422_FED_20160816a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/422_FED_20160816a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
423_FED_20160817c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/423_FED_20160817c_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/423_FED_20160817c_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
424_FED_20160930a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20160930a_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20160930a_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
424_FED_20161102b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20161102b_3T1_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20161102b_3T1_PL2017/firstlevel_langlocSN/con_0013.nii
424_FED_20160817a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20160817a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/424_FED_20160817a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
425_FED_20160818b_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/425_FED_20160818b_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/425_FED_20160818b_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
426_FED_20160823a_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20160823a_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20160823a_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
426_FED_20160908d_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20160908d_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/426_FED_20160908d_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
427_FED_20160823c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/427_FED_20160823c_3T1_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/427_FED_20160823c_3T1_PL2017/firstlevel_langlocSN/con_0034.nii
428_FED_20160906a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/428_FED_20160906a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/428_FED_20160906a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
429_FED_20160906b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/429_FED_20160906b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/429_FED_20160906b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
430_FED_20160906d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20160906d_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20160906d_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
430_FED_20170110b_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170110b_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170110b_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
430_FED_20170426d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170426d_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170426d_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
430_FED_20170614c_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170614c_3T2_PL2017/firstlevel_langlocSN/locT_0012_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170614c_3T2_PL2017/firstlevel_langlocSN/con_0013.nii
430_FED_20170823a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170823a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/430_FED_20170823a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
431_FED_20160907d_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/431_FED_20160907d_3T2_PL2017/firstlevel_langlocSN/locT_0033_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/431_FED_20160907d_3T2_PL2017/firstlevel_langlocSN/con_0034.nii
432_FED_20160907a_3T2_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/432_FED_20160907a_3T2_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/432_FED_20160907a_3T2_PL2017/firstlevel_langlocSN/con_0012.nii
433_FED_20160908c_3T1_PL2017,1,/mindhive/evlab/u/Shared/SUBJECTS/433_FED_20160908c_3T1_PL2017/firstlevel_langlocSN/locT_0011_percentile-ROI-level0.1_f2f281a0bb9ffa54f781c09b52273cdf.img,/mindhive/evlab/u/Shared/SUBJECTS/433_FED_20160908c_3T1_PL2017/firstlevel_langlocSN/con_0012.nii
